,Unnamed: 0,newid,seqno,expname,cost_flag,ref_mo,ref_yr,gift,cost,fam_size,family_income_before_tax,calibration_weight,number_of_earners,interview_month,interview_year,sex_ref,total_expenditure_prior_quarter,total_expenditure_current_quarter,sampling_state,imputed_income_before_tax,division,urban,product_description,region_description,sampling_city,Population_bucket
113,286,5347454,16,TELCEL3X,Valid value (unadjusted),January,2024,False,344,8,107200,48705.724,3,February,2024,Male,11178.3333,7408.6666,Pennsylvania,107200.0,Middle Atlantic,Urban,Cellular phone service,Northeast,Philadelphia-Camden-Wilmington,5+ Million
114,287,5347454,17,QADCAB3X,Valid value (allocated),January,2024,False,127,8,107200,48705.724,3,February,2024,Male,11178.3333,7408.6666,Pennsylvania,107200.0,Middle Atlantic,Urban,Cable and satellite television services,Northeast,Philadelphia-Camden-Wilmington,5+ Million
115,288,5347454,17,QADINE3X,Valid value (allocated),January,2024,False,67,8,107200,48705.724,3,February,2024,Male,11178.3333,7408.6666,Pennsylvania,107200.0,Middle Atlantic,Urban,Computer information services (internet),Northeast,Philadelphia-Camden-Wilmington,5+ Million
116,300,5347574,31,QADCAB3X,Valid value (allocated),January,2024,False,75,4,100000,18634.114,2,February,2024,Male,16211.4999,5494.2499,Colorado,100000.0,Mountain,Urban,Cable and satellite television services,West,Denver-Aurora-Lakewood,1-5 Million
117,301,5347574,31,QADINE3X,Valid value (allocated),January,2024,False,45,4,100000,18634.114,2,February,2024,Male,16211.4999,5494.2499,Colorado,100000.0,Mountain,Urban,Computer information services (internet),West,Denver-Aurora-Lakewood,1-5 Million
118,302,5347574,32,TELCEL3X,Valid value (unadjusted),January,2024,False,285,4,100000,18634.114,2,February,2024,Male,16211.4999,5494.2499,Colorado,100000.0,Mountain,Urban,Cellular phone service,West,Denver-Aurora-Lakewood,1-5 Million
119,303,5347594,27,TELCEL3X,Valid value (allocated),January,2024,False,198,3,95000,39911.193,2,February,2024,Male,7828.5,5552.25,Texas,95000.0,West South Central,Urban,Cellular phone service,South,Dallas-Fort Worth-Arlington,5+ Million
120,304,5347594,27,QADINE3X,Valid value (allocated),January,2024,False,132,3,95000,39911.193,2,February,2024,Male,7828.5,5552.25,Texas,95000.0,West South Central,Urban,Computer information services (internet),South,Dallas-Fort Worth-Arlington,5+ Million
121,305,5347604,13,TELCEL3X,Valid value (unadjusted),January,2024,False,150,3,45000,36745.414,1,February,2024,Male,8697.1667,4048.5834,Virginia,45000.0,South Central,Urban,Cellular phone service,South,Washington-Arlington-Alexandria,5+ Million
122,306,5347604,14,QADCAB3X,Valid value (unadjusted),January,2024,False,25,3,45000,36745.414,1,February,2024,Male,8697.1667,4048.5834,Virginia,45000.0,South Central,Urban,Cable and satellite television services,South,Washington-Arlington-Alexandria,5+ Million
123,307,5347604,14,QADINE3X,Valid value (unadjusted),January,2024,False,50,3,45000,36745.414,1,February,2024,Male,8697.1667,4048.5834,Virginia,45000.0,South Central,Urban,Computer information services (internet),South,Washington-Arlington-Alexandria,5+ Million
124,308,5347614,19,TELCEL3X,Valid value (unadjusted),January,2024,False,106,1,67000,21179.283,1,February,2024,Male,7887.6667,3462.8334,Arizona,67000.0,Mountain,Urban,Cellular phone service,West,Phoenix-Mesa-Scottsdale,1-5 Million
125,309,5347614,20,QADINE3X,Valid value (unadjusted),January,2024,False,136,1,67000,21179.283,1,February,2024,Male,7887.6667,3462.8334,Arizona,67000.0,Mountain,Urban,Computer information services (internet),West,Phoenix-Mesa-Scottsdale,1-5 Million
126,310,5347634,24,QADINE3X,Valid value (unadjusted),January,2024,False,65,2,107461,23909.787,1,February,2024,Female,7619.1667,4043.0834,California,107397.4,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
127,311,5347634,24,TELRES3X,Valid value (unadjusted),January,2024,False,28,2,107461,23909.787,1,February,2024,Female,7619.1667,4043.0834,California,107397.4,Pacific,Urban,Residential telephone including VOIP,West,Los Angeles-Long Beach-Anaheim,5+ Million
128,312,5347634,25,TELCEL3X,Valid value (unadjusted),January,2024,False,20,2,107461,23909.787,1,February,2024,Female,7619.1667,4043.0834,California,107397.4,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
129,313,5347664,37,TELCEL3X,Valid value (unadjusted),January,2024,False,23,1,99000,6116.357,1,February,2024,Female,16762.9999,6814.5,Hawaii,99000.0,Pacific,Urban,Cellular phone service,West,Honolulu,0.5-1.0 Million
130,316,5347834,45,TELCEL3X,Valid value (unadjusted),January,2024,False,28,1,27308,8960.795,0,February,2024,Female,4590.4667,2192.2333,Illinois,41369.0,East North Central,Urban,Cellular phone service,Midwest,St. Louis,1-5 Million
131,317,5347834,46,TELRES3X,Valid value (unadjusted),January,2024,False,72,1,27308,8960.795,0,February,2024,Female,4590.4667,2192.2333,Illinois,41369.0,East North Central,Urban,Residential telephone including VOIP,Midwest,St. Louis,1-5 Million
132,318,5347904,23,TELCEL3X,Valid value (unadjusted),January,2024,False,65,1,46392,22161.635,0,February,2024,Female,7866.0,3357.0,California,46392.0,Pacific,Urban,Cellular phone service,West,San Francisco-Oakland-Hayward,1-5 Million
133,322,5347964,24,TELCEL3X,Valid value (unadjusted),January,2024,False,50,4,125700,41308.083,3,February,2024,Female,13348.3,5712.65,New York,126813.8,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
134,323,5347964,25,QADCAB3X,Valid value (allocated),January,2024,False,57,4,125700,41308.083,3,February,2024,Female,13348.3,5712.65,New York,126813.8,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
135,324,5347964,25,QADINE3X,Valid value (allocated),January,2024,False,29,4,125700,41308.083,3,February,2024,Female,13348.3,5712.65,New York,126813.8,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
136,325,5347964,26,TELCEL3X,Valid value (allocated),January,2024,False,47,4,125700,41308.083,3,February,2024,Female,13348.3,5712.65,New York,126813.8,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
137,326,5347964,26,QADINE3X,Valid value (allocated),January,2024,False,23,4,125700,41308.083,3,February,2024,Female,13348.3,5712.65,New York,126813.8,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
138,327,5348004,26,QADCAB3X,Valid value (allocated),January,2024,False,172,1,88676,5678.751,0,February,2024,Male,18815.0,4838.0,Hawaii,88676.0,Pacific,Urban,Cable and satellite television services,West,Honolulu,0.5-1.0 Million
139,328,5348004,26,QADINE3X,Valid value (unadjusted),January,2024,False,70,1,88676,5678.751,0,February,2024,Male,18815.0,4838.0,Hawaii,88676.0,Pacific,Urban,Computer information services (internet),West,Honolulu,0.5-1.0 Million
140,329,5348004,26,TELRES3X,Valid value (allocated),January,2024,False,73,1,88676,5678.751,0,February,2024,Male,18815.0,4838.0,Hawaii,88676.0,Pacific,Urban,Residential telephone including VOIP,West,Honolulu,0.5-1.0 Million
141,330,5348004,27,TELCEL3X,Valid value (unadjusted),January,2024,False,46,1,88676,5678.751,0,February,2024,Male,18815.0,4838.0,Hawaii,88676.0,Pacific,Urban,Cellular phone service,West,Honolulu,0.5-1.0 Million
142,335,5348074,32,TELCEL3X,Valid value (unadjusted),January,2024,False,30,1,28670,18447.235,1,February,2024,Female,10712.3334,4227.1667,Minnesota,28670.0,West North Central,Urban,Cellular phone service,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
143,336,5348074,33,QADINE3X,Valid value (unadjusted),January,2024,False,62,1,28670,18447.235,1,February,2024,Female,10712.3334,4227.1667,Minnesota,28670.0,West North Central,Urban,Computer information services (internet),Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
144,344,5348214,21,TELCEL3X,Valid value (unadjusted),January,2024,False,150,1,32106,35140.6,0,February,2024,Male,10018.6667,4734.3333,Texas,32106.0,West South Central,Urban,Cellular phone service,South,Dallas-Fort Worth-Arlington,5+ Million
145,345,5348214,22,QADCAB3X,Valid value (allocated),January,2024,False,128,1,32106,35140.6,0,February,2024,Male,10018.6667,4734.3333,Texas,32106.0,West South Central,Urban,Cable and satellite television services,South,Dallas-Fort Worth-Arlington,5+ Million
146,346,5348214,22,QADINE3X,Valid value (allocated),January,2024,False,72,1,32106,35140.6,0,February,2024,Male,10018.6667,4734.3333,Texas,32106.0,West South Central,Urban,Computer information services (internet),South,Dallas-Fort Worth-Arlington,5+ Million
147,353,5348274,27,TELCEL3X,Valid value (unadjusted),January,2024,False,20,1,22391,13752.038,0,February,2024,Female,25554.3333,2747.6667,Illinois,22391.0,East North Central,Urban,Cellular phone service,Midwest,St. Louis,1-5 Million
148,354,5348274,28,QADCAB3X,Valid value (allocated),January,2024,False,67,1,22391,13752.038,0,February,2024,Female,25554.3333,2747.6667,Illinois,22391.0,East North Central,Urban,Cable and satellite television services,Midwest,St. Louis,1-5 Million
149,355,5348274,28,QADINE3X,Valid value (allocated),January,2024,False,48,1,22391,13752.038,0,February,2024,Female,25554.3333,2747.6667,Illinois,22391.0,East North Central,Urban,Computer information services (internet),Midwest,St. Louis,1-5 Million
150,356,5348274,28,TELRES3X,Valid value (allocated),January,2024,False,41,1,22391,13752.038,0,February,2024,Female,25554.3333,2747.6667,Illinois,22391.0,East North Central,Urban,Residential telephone including VOIP,Midwest,St. Louis,1-5 Million
151,364,5348424,27,TELCEL3X,Valid value (unadjusted),January,2024,False,132,2,35700,40937.726,1,February,2024,Female,8269.5333,4600.7667,New York,37439.4,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
152,365,5348424,28,QADCAB3X,Valid value (allocated),January,2024,False,95,2,35700,40937.726,1,February,2024,Female,8269.5333,4600.7667,New York,37439.4,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
153,366,5348424,28,QADINE3X,Valid value (allocated),January,2024,False,35,2,35700,40937.726,1,February,2024,Female,8269.5333,4600.7667,New York,37439.4,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
154,367,5348424,28,TELRES3X,Valid value (allocated),January,2024,False,60,2,35700,40937.726,1,February,2024,Female,8269.5333,4600.7667,New York,37439.4,Middle Atlantic,Urban,Residential telephone including VOIP,Northeast,New York-Newark-Jersey City,5+ Million
155,370,5348454,32,TELCEL3X,Valid value (unadjusted),January,2024,False,59,1,44266,17080.278,0,February,2024,Male,14998.6667,2584.3333,Minnesota,44177.8,West North Central,Urban,Cellular phone service,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
156,375,5348484,21,QADINE3X,Valid value (unadjusted),January,2024,False,55,2,170000,35327.475,1,February,2024,Male,10609.3333,6501.1667,Illinois,170000.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
157,376,5348484,22,TELCEL3X,Valid value (unadjusted),January,2024,False,145,2,170000,35327.475,1,February,2024,Male,10609.3333,6501.1667,Illinois,170000.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
158,382,5348544,77,QADINE3X,Valid value (unadjusted),January,2024,False,60,3,244200,21112.237,2,February,2024,Female,16562.6666,7601.3333,Massachusetts,244100.0,New England,Urban,Computer information services (internet),Northeast,Boston-Cambridge-Newton,1-5 Million
159,383,5348544,78,TELCEL3X,Valid value (unadjusted),January,2024,False,93,3,244200,21112.237,2,February,2024,Female,16562.6666,7601.3333,Massachusetts,244100.0,New England,Urban,Cellular phone service,Northeast,Boston-Cambridge-Newton,1-5 Million
160,386,5348574,26,QADCAB3X,Valid value (allocated),January,2024,False,112,4,75200,5804.267,3,February,2024,Male,9094.6333,4777.8166,Hawaii,120384.2,Pacific,Urban,Cable and satellite television services,West,Honolulu,0.5-1.0 Million
161,387,5348574,26,QADINE3X,Valid value (allocated),January,2024,False,70,4,75200,5804.267,3,February,2024,Male,9094.6333,4777.8166,Hawaii,120384.2,Pacific,Urban,Computer information services (internet),West,Honolulu,0.5-1.0 Million
162,388,5348574,26,TELRES3X,Valid value (allocated),January,2024,False,48,4,75200,5804.267,3,February,2024,Male,9094.6333,4777.8166,Hawaii,120384.2,Pacific,Urban,Residential telephone including VOIP,West,Honolulu,0.5-1.0 Million
163,389,5348574,27,TELCEL3X,Valid value (unadjusted),January,2024,False,275,4,75200,5804.267,3,February,2024,Male,9094.6333,4777.8166,Hawaii,120384.2,Pacific,Urban,Cellular phone service,West,Honolulu,0.5-1.0 Million
164,394,5348644,26,TELCEL3X,Valid value (unadjusted),January,2024,False,131,4,330300,40580.188,4,February,2024,Male,27610.5001,11523.75,New Jersey,330353.6,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
165,395,5348644,27,QADCAB3X,Valid value (unadjusted),January,2024,False,270,4,330300,40580.188,4,February,2024,Male,27610.5001,11523.75,New Jersey,330353.6,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
166,396,5348654,13,QADCAB3X,Valid value (allocated),January,2024,False,75,1,12000,33007.152,1,February,2024,Female,5548.6667,3820.3333,Illinois,38391.8,East North Central,Urban,Cable and satellite television services,Midwest,Chicago-Naperville-Elgin,5+ Million
167,397,5348654,13,QADINE3X,Valid value (allocated),January,2024,False,35,1,12000,33007.152,1,February,2024,Female,5548.6667,3820.3333,Illinois,38391.8,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
168,398,5348654,14,TELCEL3X,Valid value (unadjusted),January,2024,False,100,1,12000,33007.152,1,February,2024,Female,5548.6667,3820.3333,Illinois,38391.8,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
169,406,5348754,16,TELCEL3X,Valid value (unadjusted),January,2024,False,80,5,28200,35989.981,3,February,2024,Female,9689.1667,4109.5833,New York,86748.0,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
170,407,5348754,17,QADINE3X,Valid value (unadjusted),January,2024,False,90,5,28200,35989.981,3,February,2024,Female,9689.1667,4109.5833,New York,86748.0,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
171,408,5348764,16,TELCEL3X,Valid value (unadjusted),January,2024,False,90,1,24000,28850.685,1,February,2024,Male,4026.0,1276.0,New Jersey,24000.0,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
172,409,5348774,16,TELCEL3X,Valid value (unadjusted),January,2024,False,125,1,0,31850.292,1,February,2024,Female,6842.0334,3645.0167,Florida,80564.0,South Central,Urban,Cellular phone service,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
173,410,5348834,38,TELCEL3X,Valid value (unadjusted),January,2024,False,115,1,160200,24227.446,1,February,2024,Male,18106.3772,8272.1886,Michigan,291343.2,East North Central,Urban,Cellular phone service,Midwest,Detroit-Warren-Dearborn,1-5 Million
174,411,5348864,31,QADINE3X,Valid value (unadjusted),January,2024,False,76,3,116000,28742.276,2,February,2024,Male,21862.1667,9397.5833,Arizona,116000.0,Mountain,Urban,Computer information services (internet),West,Phoenix-Mesa-Scottsdale,1-5 Million
175,412,5348864,32,TELCEL3X,Valid value (unadjusted),January,2024,False,226,3,116000,28742.276,2,February,2024,Male,21862.1667,9397.5833,Arizona,116000.0,Mountain,Urban,Cellular phone service,West,Phoenix-Mesa-Scottsdale,1-5 Million
176,417,5349034,51,QADCAB3X,Valid value (allocated),January,2024,False,103,2,70000,19058.089,0,February,2024,Female,21270.0,13105.0,Massachusetts,70000.0,New England,Urban,Cable and satellite television services,Northeast,Boston-Cambridge-Newton,1-5 Million
177,418,5349034,51,QADINE3X,Valid value (allocated),January,2024,False,49,2,70000,19058.089,0,February,2024,Female,21270.0,13105.0,Massachusetts,70000.0,New England,Urban,Computer information services (internet),Northeast,Boston-Cambridge-Newton,1-5 Million
178,419,5349034,51,TELRES3X,Valid value (allocated),January,2024,False,63,2,70000,19058.089,0,February,2024,Female,21270.0,13105.0,Massachusetts,70000.0,New England,Urban,Residential telephone including VOIP,Northeast,Boston-Cambridge-Newton,1-5 Million
179,420,5349034,52,TELCEL3X,Valid value (unadjusted),January,2024,False,180,2,70000,19058.089,0,February,2024,Female,21270.0,13105.0,Massachusetts,70000.0,New England,Urban,Cellular phone service,Northeast,Boston-Cambridge-Newton,1-5 Million
180,421,5349034,53,QADCAB3X,Valid value (unadjusted),January,2024,False,85,2,70000,19058.089,0,February,2024,Female,21270.0,13105.0,Massachusetts,70000.0,New England,Urban,Cable and satellite television services,Northeast,Boston-Cambridge-Newton,1-5 Million
